10000
plaque;marque;modele;millesime;kilometrage;categorie;prix;gearbox
UNL-765;Dodge;Clio;2007;183316;B;98465;1
DKV-785;Tata_Motors;Renegade;2008;168056;A;39889;0
PTD-775;Lexus;Baleno;2013;247081;C;170343;1
XPX-882;_Kia;500;2005;254272;C;72151;1
GUQ-770;Koenigsegg;Yaris;2006;298147;A;196684;1
JYQ-500;Lexus;208;2006;17610;A;91625;0
GWW-499;Toyota;ix20;2010;90852;A;155074;1
NGN-165;Infiniti;Sandero;2009;85289;A;43343;1
EXD-541;_General_Motors;Tourneo_Courier;2014;229860;A;166512;0
OHT-149;Dodge;Tiguan_Allspace;2014;78782;C;37791;0
CNQ-637;Suzuki;Kona;2011;137497;A;29654;0
NRC-097;Volkswagen;Civic;2013;204064;A;86326;1
MLP-065;Tata_Motors;A-Class;2018;292092;B;98855;0
IOB-480;Subaru;Outlander;2010;277060;B;155303;1
XSC-750;Ferrari;Logan_MCV;2007;158906;B;79880;1
BAF-450;Maserati;X1;2009;180259;C;95910;0
MFR-526;Bentley;Leon;2015;25938;A;133428;0
TXW-569;Maserati;Outlander;2018;149544;A;162987;0
MPZ-537;_Kia;X2;2006;106455;B;27867;0
RLS-329;Koenigsegg;C-HR;2017;260427;C;107321;1
ZQE-201;Koenigsegg;CX-5;2005;195250;B;83795;0
TCS-595;Tata_Motors;Kodiaq;2008;49983;A;52204;1
SWS-188;Maserati;Eclipse_Cross;2014;255258;A;114333;1
XRT-355;_Kia;GS;2015;180961;B;121243;0
OCM-763;Lexus;Mazda6;2019;296272;B;196274;0
ESW-392;Renault;Twingo;2013;69571;C;85694;0
JRJ-857;Jeep;ix20;2007;71626;C;123480;0
ACN-843;Suzuki;Doblo;2008;99697;B;160835;0
MIN-306;_Peugeot;308;2008;88865;B;175173;0
NET-031;Bentley;fortwo;2016;106289;C;57133;0
FLO-896;Mazda;Viva;2016;131992;C;142976;1
OQH-601;Volkswagen;Eclipse_Cross;2017;213415;C;98219;1
JRS-445;Tata_Motors;Megane;2014;224072;A;81888;1
SZG-958;Koenigsegg;Fabia;2008;38005;A;123932;1
GPT-408;Volkswagen;Karoq;2005;78547;C;191532;1
XZN-652;Dodge;up!;2018;105988;C;82944;1
YPC-874;Ferrari;Giulietta;2018;27765;B;55341;1
DMI-393;_Kia;Vitara;2018;148616;B;160736;1
UMH-572;Subaru;Mazda6;2011;223346;B;101575;1
BXS-907;Jeep;Rifter;2008;65936;C;184918;1
NWA-475;Aston_Martin;C1;2019;52134;C;56266;1
VRF-966;Ferrari;Grandland_X;2013;165446;B;131169;0
XWH-619;Tata_Motors;2008_SUV;2014;84612;A;119530;0
YQO-668;Bentley;i10;2019;45130;B;84314;0
IBZ-735;Infiniti;Mini;2011;290764;B;97842;1
BWM-311;Tata_Motors;IONIQ;2015;42189;A;90280;0
ZJW-516;Bentley;i20;2007;273023;C;96180;0
AHC-341;Lexus;i20;2007;288393;A;195958;0
RUC-852;Ferrari;Yaris;2019;176547;B;130176;1
VIS-040;_General_Motors;Optima;2010;248616;B;95229;0
AHF-492;Suzuki;Insignia_Grand_Sport;2006;116192;C;134643;0
XUS-620;_Peugeot;508;2016;201252;A;65668;0
YJX-212;Mazda;A1;2011;213187;C;41136;1
DOG-291;Ferrari;3008_SUV;2016;223805;C;116681;0
NRM-225;Dodge;Mirage;2019;125625;A;198431;1
PKL-936;_Peugeot;2_Series;2015;82595;C;51091;1
PUU-714;Aston_Martin;Captur;2013;16535;A;51027;0
PRM-522;Dodge;Mini_Countryman;2010;216656;B;43437;1
ZRV-540;Bentley;Tiguan_Allspace;2006;201883;B;67120;1
AWD-920;Aston_Martin;A3;2013;199974;C;89495;0
SLF-528;Infiniti;Leon;2012;79023;A;113613;0
KOD-607;Tata_Motors;Outlander;2015;95926;C;57777;0
ZBU-401;_Kia;CR-V;2016;294210;C;102111;0
OIR-233;_General_Motors;Celerio;2017;43307;B;85038;0
TGE-683;_Peugeot;Grand_Tourneo_Connect;2014;242423;C;80994;1
GXX-832;Aston_Martin;Mini;2017;55040;C;179027;0
ZCS-446;BMW;B-Class;2017;81875;B;139986;1
FPF-021;Infiniti;Ibiza;2008;294236;A;158016;0
XJJ-126;Toyota;Grand_Scenic;2019;102704;C;169826;0
WHQ-609;BMW;Ibiza;2012;77423;A;177856;0
JOH-231;Jeep;Corsa;2010;214474;A;120965;0
DLR-157;_Peugeot;Tourneo_Connect;2009;197880;B;108575;0
IEH-228;Suzuki;i800;2016;3723;B;156386;1
JUK-303;BMW;Rifter;2014;102620;A;138786;0
ODL-957;BMW;5008_SUV;2016;185948;B;139964;0
VYU-193;Koenigsegg;SpaceTourer;2011;38241;C;37400;0
FAI-443;Ferrari;Traveller;2006;82504;A;167991;1
ZUF-437;_Kia;Tiguan;2006;146923;B;98432;0
IBB-263;Maserati;500L;2015;155561;A;197746;1
OGW-784;Subaru;Rifter;2013;210015;A;180878;1
YKO-546;Infiniti;Golf;2017;201853;C;18261;0
FNS-790;Tata_Motors;Arona;2013;229292;B;146961;1
BRF-815;Mazda;Mii;2012;298094;B;114666;0
NEV-256;Bentley;Focus;2006;21037;A;53226;1
SOT-095;Maserati;595;2012;24065;A;138731;1
WQL-188;Tata_Motors;MX-5;2007;251787;B;160273;0
DZL-169;_General_Motors;Galaxy;2010;220496;A;69527;1
DXY-126;Toyota;Carens;2016;255151;A;133106;1
HQB-444;Volkswagen;Grand_C-MAX;2006;270470;B;129307;1
MHB-323;Koenigsegg;A1;2019;282287;B;180408;1
NOB-725;Lexus;Tiguan;2014;86757;A;191019;1
JGE-366;_Kia;up!;2017;92706;C;82196;0
LMR-602;Subaru;Soul;2014;241554;A;15073;0
BPG-511;Suzuki;Civic;2017;194722;C;56673;1
LKQ-464;Jeep;Tourneo_Connect;2006;18239;B;34262;0
RKS-268;Toyota;Qashqai;2005;179473;A;63245;0
KNK-054;Ferrari;Traveller;2007;104938;A;46951;0
YOP-390;Maserati;C3;2008;10091;A;104994;1
XTX-078;Suzuki;Fiesta;2010;8215;A;69952;0
KNQ-528;Volkswagen;Civic;2016;53194;B;70099;1
ZUG-832;_Kia;A1;2018;40932;A;63693;0
SFU-607;Volkswagen;Tiguan_Allspace;2008;192005;A;102985;1
TDP-978;Koenigsegg;Soul;2017;201378;B;98590;0
TSI-483;Dodge;MX-5;2013;226050;A;137194;0
STS-753;Infiniti;Mazda6;2006;275423;A;172738;1
SGH-233;Suzuki;T-ROC;2006;254990;B;43249;0
IVJ-079;Koenigsegg;Tarraco;2016;195063;A;47326;1
BSH-796;Jeep;Micra;2018;117260;C;41027;1
OIC-161;Ferrari;CX-3;2011;59864;A;67406;1
LWB-008;Aston_Martin;T-ROC;2005;13841;A;147392;1
SJC-957;Toyota;Koleos;2019;197925;C;96891;1
SMS-970;Subaru;C1;2019;44597;C;66102;0
YUU-783;Tata_Motors;C5_Aircross;2011;225094;B;32943;1
LLV-670;_Peugeot;208;2019;41229;B;48265;0
SLI-473;Tata_Motors;Giulia;2015;16339;A;46121;0
HWD-517;_Kia;C1;2019;260045;C;152838;1
API-329;_General_Motors;Vitara;2017;204742;C;33917;1
DXH-605;Subaru;i800;2012;288844;C;192934;0
CEO-653;Subaru;Insignia_Country_Tourer;2015;196756;B;41596;0
ONI-747;Jeep;Civic;2015;163859;A;109962;1
LOO-450;Dodge;Compass;2019;124975;C;120450;0
BCY-873;Maserati;Arona;2006;6312;C;193853;0
UHE-572;Aston_Martin;SpaceTourer;2006;100273;C;174861;1
NVW-443;Jeep;Tarraco;2015;234275;A;58867;0
KNL-618;Suzuki;595;2015;50333;A;25814;0
KCC-702;Koenigsegg;Captur;2013;2637;A;140785;0
NVB-915;Volkswagen;Venga;2013;222670;C;149748;0
IED-564;_Kia;A3;2013;255123;B;92446;0
WOZ-959;Subaru;Carens;2006;116902;A;82863;1
LHY-116;_General_Motors;forfour;2017;235418;C;155933;1
BCX-235;Mazda;C-Class;2018;252653;A;37302;0
FYX-705;Subaru;Duster;2005;259085;B;165895;1
OSA-733;_Kia;Mazda2;2008;209566;A;36814;1
RKI-021;Volkswagen;Citigo;2010;41088;A;134784;0
YTY-689;Koenigsegg;CR-V;2017;181567;C;175801;1
NEP-906;Mazda;1_Series;2005;156856;C;126995;1
UDV-802;Renault;MX-5;2009;228115;C;101882;1
RHJ-040;Dodge;up!;2009;259940;C;135199;1
EDT-479;Dodge;Touran;2005;136320;A;123366;1
LXU-920;Mazda;Tiguan_Allspace;2012;290963;C;163359;0
DYV-561;Dodge;Koleos;2015;195923;B;99256;1
LWV-522;Volkswagen;Twingo;2013;241162;C;27202;1
ZCJ-885;Infiniti;Kadjar;2008;278763;C;85685;0
ZSL-448;Subaru;Viva;2008;78465;A;94157;1
YDY-312;Suzuki;Megane;2005;61973;A;98923;0
END-012;Subaru;1_Series;2016;26158;C;161012;0
QSC-057;Infiniti;Ibiza;2015;25292;C;101319;1
UUS-882;Ferrari;Sportage;2015;264828;B;188815;0
SQF-672;_General_Motors;MX-5;2017;240971;A;67847;0
QVN-278;Toyota;Mirage;2016;98397;B;185777;0
SPG-514;Volkswagen;ix20;2013;19413;C;37113;0
WNB-880;_General_Motors;Crossland_X;2011;281681;B;90178;1
JKX-772;Infiniti;A3;2011;55791;C;96985;0
MWQ-527;Maserati;Superb;2009;43027;C;181553;1
SDG-869;_Peugeot;2008_SUV;2019;141010;A;116207;0
MSH-904;Infiniti;Baleno;2015;111230;B;189657;1
FCV-491;Bentley;500C;2019;201516;A;189660;1
ILA-517;Toyota;Compass;2008;146020;B;126985;0
TJM-416;Mazda;Superb;2012;268584;B;36134;1
VPQ-774;Jeep;Kodiaq;2018;239574;A;181839;1
BGN-752;Maserati;Civic;2019;126808;B;73772;0
CJL-842;Toyota;Golf_SV;2013;112096;B;15225;0
JRY-246;Renault;Mazda6;2017;63203;A;99535;1
WFV-013;_General_Motors;Sandero;2016;146668;C;71076;1
RIF-112;Maserati;B-Class;2015;33875;B;55372;1
VIZ-499;Dodge;500C;2012;125165;B;155568;1
IFH-965;Mazda;Caddy;2011;12920;A;194947;0
UUI-067;BMW;Logan_MCV;2014;258188;A;22544;1
ULX-589;Infiniti;fortwo;2010;183772;A;46064;0
KYX-624;_Peugeot;Kadjar;2012;221551;C;88306;1
TDV-272;Ferrari;Grand_C4_SpaceTourer;2017;6390;B;50206;1
YHK-447;_General_Motors;S-Cross;2017;46043;A;75276;1
DRE-628;_General_Motors;fortwo;2007;44282;C;186771;0
SNF-278;_Peugeot;Alhambra;2006;214736;C;90312;1
ZGY-165;Ferrari;Qubo;2013;62467;A;110948;0
KZP-625;Maserati;308;2019;187799;A;179664;0
DWV-056;Subaru;500;2007;116155;C;15336;0
BPG-417;Jeep;Crossland_X;2005;22381;B;183846;1
XFG-175;Jeep;500L;2015;81498;A;176697;0
LLQ-865;Infiniti;GLA-Class;2012;277733;A;96938;1
TPW-810;_Peugeot;Zoe;2007;19911;C;155486;0
MRR-773;Subaru;Rifter;2008;246381;C;71073;0
CLP-302;Koenigsegg;A-Class;2012;260095;C;142054;1
JHA-339;Aston_Martin;Zoe;2012;298308;B;178118;1
THX-781;Suzuki;XC40;2017;156498;C;144627;0
TNU-786;Mazda;Auris;2013;170174;B;86821;0
LRH-351;Suzuki;GS;2017;229106;A;160493;1
VGH-988;Maserati;Traveller;2018;31285;B;154932;1
IFR-860;Dodge;1_Series;2009;225531;A;77996;0
CPY-008;Dodge;500L;2005;188103;C;117048;0
CQN-180;_Peugeot;2_Series;2017;49059;B;138244;1
NMH-101;Aston_Martin;Kona;2012;139745;A;105217;0
AMP-863;Jeep;Koleos;2018;123368;A;56661;0
UZL-860;Maserati;ZS;2010;159529;C;90537;1
TCA-804;Koenigsegg;Stonic;2007;227316;B;130775;1
RUQ-128;Suzuki;Insignia_Country_Tourer;2009;294249;A;170283;1
AXY-084;Infiniti;Superb;2005;86781;B;121866;0
CUT-911;Dodge;Caddy;2009;105486;A;101311;0
OYP-620;Subaru;Picanto;2007;10685;B;69378;0
LYF-879;Toyota;Captur;2006;163910;B;41754;1
TKD-670;_Peugeot;ZS;2014;231453;A;28220;1
KWQ-670;Toyota;Tipo;2006;113602;A;69275;1
MPE-467;Volkswagen;Captur;2019;72754;A;20345;1
MPN-580;_Peugeot;X2;2011;138114;A;160384;0
BNZ-745;Dodge;Qubo;2017;231574;B;58245;0
SRB-349;_Kia;Kuga;2011;197551;C;141580;0
SZU-088;Subaru;2008_SUV;2009;193177;B;144249;1
FPI-487;Lexus;Ateca;2008;137133;C;94339;0
IWP-041;Koenigsegg;5008_SUV;2011;185269;B;195760;0
ZZA-806;Renault;Superb;2016;260275;C;77199;0
ZET-381;Jeep;Sportage;2012;137684;C;77814;1
LAC-657;Maserati;Baleno;2013;242896;A;109459;1
GZO-886;Toyota;Mokka_X;2012;128619;A;155614;1
HNY-902;Dodge;Grand_C-MAX;2009;11736;A;112248;0
GWE-656;Jeep;C-HR;2014;7544;B;50892;0
LBP-786;Suzuki;Kodiaq;2015;15658;C;103989;1
YIP-559;Volkswagen;C-HR;2011;138511;C;177280;0
PGA-940;Suzuki;CX-5;2010;184444;B;68503;1
GSH-114;Dodge;Sportage;2012;207754;A;131032;0
PGN-778;Dodge;Fiesta;2010;227823;B;70280;0
EKN-589;Maserati;C3_Aircross;2015;278083;A;84776;1
FZF-412;Suzuki;Qashqai;2009;121503;A;127662;1
HBE-553;Subaru;Grand_Scenic;2016;287670;B;93144;0
NKE-645;Toyota;308_SW;2018;298659;B;140970;1
EUW-272;Infiniti;Rifter;2019;235505;C;35449;0
AHE-472;_General_Motors;Fabia;2016;244441;A;33814;0
BAV-051;Volkswagen;Qashqai;2018;86872;C;191772;1
JFD-504;Bentley;Optima;2013;235671;C;127127;1
WDN-007;BMW;C1;2008;297853;A;90104;1
OYW-640;Volkswagen;Ibiza;2016;296562;A;146643;0
QPW-004;_Kia;2008_SUV;2015;51982;A;153447;1
DRY-581;BMW;IONIQ;2005;67871;A;120879;1
XHH-041;BMW;Sandero;2019;227306;C;176972;0
PKZ-324;Dodge;Giulietta;2013;78071;A;182844;1
JFW-155;Dodge;Ibiza;2017;276696;C;181660;0
ZMU-160;Volkswagen;Ignis;2009;203702;B;35003;1
XGF-654;Renault;IONIQ;2013;69450;A;172038;0
QHB-017;_Kia;Caddy_Maxi;2005;135731;C;178267;1
FOQ-117;Subaru;Mokka_X;2014;205275;C;181909;0
FCO-505;BMW;Duster;2019;176355;C;21992;0
EIC-509;Bentley;Passat;2017;57907;C;188206;1
VMU-568;Ferrari;Qubo;2012;168287;A;63286;0
UKU-122;Koenigsegg;Mirage;2007;44257;B;74361;0
QGH-067;Renault;PROACE_Verso;2005;104744;A;15099;1
MEP-549;_Peugeot;Renegade;2015;63054;A;55823;0
EFI-278;BMW;Mini;2013;72919;A;163888;0
XZG-463;Bentley;Touran;2019;151130;C;176609;1
RGL-704;Aston_Martin;MG3;2007;243381;A;148846;0
QTK-620;Subaru;Mirage;2009;226585;A;122037;0
TIG-725;Ferrari;C-Class;2017;199975;C;130977;0
RLD-319;Tata_Motors;C-HR;2018;41707;A;84013;1
LWK-899;Tata_Motors;Ibiza;2014;262892;B;116509;1
WPO-098;_Peugeot;Grand_Tourneo_Connect;2014;244651;A;131514;1
GSS-693;Maserati;Twingo;2005;69722;C;90418;1
LQT-110;Suzuki;B-Class;2009;150482;A;25158;1
WQR-845;Aston_Martin;308;2019;201444;B;147079;1
DTZ-998;_General_Motors;Transporter_Shuttle;2016;135354;B;165997;0
VLS-730;_Peugeot;Civic;2011;177878;C;36287;1
BBT-530;Toyota;C5_Aircross;2005;224683;C;159901;0
WIS-910;Renault;S-MAX;2017;251322;B;179189;1
CTV-282;Toyota;CLA;2006;251812;A;35213;1
BDT-026;Dodge;2008_SUV;2017;173662;B;149853;1
VIG-311;Jeep;C4_SpaceTourer;2019;172798;B;132508;1
EJB-779;Bentley;1_Series;2017;126895;B;99520;0
JBZ-559;Ferrari;C-HR;2014;93068;C;171633;1
EQX-496;Volkswagen;CX-3;2011;126631;A;101778;0
DIL-824;_General_Motors;Qubo;2014;233309;A;82400;1
NLE-186;Suzuki;3008_SUV;2013;252750;A;28175;0
WTA-289;_Peugeot;i20;2019;241096;A;51568;0
JHA-474;Volkswagen;2_Series;2012;255534;B;20044;0
OLE-406;Aston_Martin;Vito;2019;15887;C;59998;1
OHT-172;_Peugeot;Tarraco;2012;145206;C;188530;0
AUO-202;BMW;Swift;2013;110625;C;155130;1
QGD-287;Tata_Motors;Vitara;2016;163937;C;71101;1
TES-084;Subaru;CLA;2007;146312;A;160153;0
WQO-298;Koenigsegg;1_Series;2008;106500;B;84049;1
TFA-218;Volkswagen;Astra;2012;19076;A;157519;1
QOM-842;BMW;Megane;2019;119891;A;41732;0
QSO-861;Tata_Motors;SpaceTourer;2009;97335;C;170680;0
UDU-988;BMW;S-Cross;2010;112354;B;34585;0
FZY-038;_Kia;A1;2015;263313;B;104179;0
RJJ-936;Suzuki;Captur;2014;51353;C;124152;0
LGT-498;Maserati;forfour;2005;115774;B;123499;0
MQF-104;Koenigsegg;Leon;2008;221205;C;169645;1
QHN-602;Ferrari;Auris;2015;38994;B;37287;1
DLV-992;Volkswagen;1_Series;2011;287151;C;36816;0
JZY-565;Mazda;Tiguan_Allspace;2018;231059;B;175859;1
QGF-915;Tata_Motors;Mirage;2011;266332;A;116123;1
TQO-308;BMW;3008_SUV;2014;232266;B;16098;0
ZMY-436;Aston_Martin;Duster;2010;13710;A;88467;1
MZW-354;Aston_Martin;Panda;2010;76494;B;99166;1
MYH-834;Subaru;Leon;2019;174130;A;28019;1
JWZ-662;Bentley;Q2;2016;84031;B;68629;1
OEC-797;Tata_Motors;5008_SUV;2019;163819;C;22885;0
TSY-709;Subaru;Insignia_Country_Tourer;2011;269490;B;132912;0
KAC-781;Toyota;MG3;2018;162288;C;90623;0
GGQ-126;Bentley;C5_Aircross;2012;114565;B;167202;1
QIB-335;Aston_Martin;3_Series;2007;140656;B;176881;0
FFX-199;BMW;Ignis;2007;126991;C;151196;1
BTZ-118;_Kia;Sandero;2015;71619;B;71664;0
SUP-174;Lexus;Tucson;2015;114715;A;135324;1
NTO-805;Dodge;SpaceTourer;2019;167851;C;48992;0
XHV-603;Infiniti;Baleno;2012;223388;B;194343;1
TFD-205;Aston_Martin;Karoq;2018;70284;B;121952;0
AET-840;BMW;Superb;2017;113942;B;133422;1
NZA-829;Jeep;Tarraco;2018;161321;A;106422;0
QKB-267;_Kia;A-Class;2012;89620;C;53127;0
OED-992;Koenigsegg;Grand_C4_SpaceTourer;2009;193173;C;142969;0
PWW-030;Subaru;Alhambra;2005;295445;C;150922;0
SBV-463;Subaru;DS_3;2010;48127;A;77681;0
VYN-587;Dodge;CLA;2006;157766;A;33085;1
QDG-771;_Peugeot;Passat;2010;59682;A;33951;1
IKC-260;Suzuki;Civic;2015;7626;A;77176;0
TAL-132;Renault;Grand_C4_SpaceTourer;2005;189113;C;113468;1
LVZ-738;Subaru;Fiesta;2007;40820;C;31431;1
RUS-586;Maserati;500;2009;113145;B;170935;0
TVD-048;Koenigsegg;Fabia;2018;31447;B;87274;0
XPK-025;Renault;500X;2009;109489;C;194074;0
HMO-411;Subaru;Ignis;2015;121661;B;70247;0
VNE-275;_Peugeot;Megane;2012;96393;B;133708;0
YGY-981;Renault;i20;2009;211921;B;41951;1
PWB-460;Maserati;Traveller;2015;268759;A;147640;0
UYY-499;Jeep;Logan_MCV_Stepway;2019;188518;C;196807;1
ZSU-746;BMW;Grandland_X;2009;59916;A;137068;0
NHI-805;Koenigsegg;Picanto;2013;102453;A;153625;1
KHD-343;Renault;Picanto;2017;109257;B;187370;0
XFE-208;Lexus;Octavia;2008;134728;A;76984;1
WYN-321;Suzuki;1_Series;2012;156094;B;105647;0
OMB-315;Bentley;Venga;2011;190557;B;157732;0
WCU-453;Aston_Martin;Kuga;2014;160209;A;191768;1
TJP-173;_Kia;C4_Cactus;2014;217409;C;142919;1
ODJ-464;Lexus;Leon;2016;109767;B;146313;1
EAF-032;Koenigsegg;Kadjar;2010;28388;C;96686;0
GAP-730;Koenigsegg;Compass;2011;21939;A;95116;1
FIO-625;Jeep;Vito;2017;173580;C;104922;1
FLF-544;_General_Motors;Grandland_X;2014;223674;C;171294;0
SAL-575;_Kia;Insignia_Country_Tourer;2005;103645;C;197719;1
OLV-410;Dodge;ASX;2017;283703;B;136946;1
DZR-510;Jeep;Kona;2014;93537;A;144916;0
QQS-253;_General_Motors;Outlander;2010;115972;C;17938;1
MAR-248;Mazda;Megane;2005;36355;B;121292;1
SKV-571;Lexus;Leon;2013;282339;B;181445;0
IVT-601;_Peugeot;208;2005;231988;C;139184;1
KNT-070;Mazda;Passat;2016;89462;B;72152;1
CEL-536;Mazda;IONIQ;2005;116288;B;77572;1
HMM-674;Mazda;Giulia;2014;208998;C;49310;0
IQV-055;Jeep;Logan_MCV_Stepway;2013;204690;A;147947;0
ZHS-343;_General_Motors;GLA-Class;2012;207256;C;83036;1
JPX-137;Bentley;Vitara;2017;61764;B;18469;0
XKD-483;Toyota;Tarraco;2013;250691;C;29543;0
ZMT-671;Aston_Martin;fortwo;2009;107859;B;44249;0
ACM-672;Dodge;Grand_C4_SpaceTourer;2010;209139;C;146213;1
RPN-297;_General_Motors;Arona;2018;223593;C;142753;0
QSM-146;Volkswagen;Mokka_X;2013;199407;B;183680;0
WXW-343;Suzuki;Mazda6;2013;127576;C;39664;1
BYG-289;Koenigsegg;Kona;2016;119389;C;63342;1
AZH-082;_General_Motors;Koleos;2013;10392;B;31718;1
FCK-775;Jeep;Grand_C-MAX;2007;275060;C;199970;0
NHN-215;Maserati;S-MAX;2011;280961;C;164313;1
BDC-990;Mazda;Berlingo;2014;202781;C;130331;1
SDO-044;_General_Motors;Trafic;2007;251553;C;22933;0
PTS-670;_Kia;Golf;2013;27998;B;74993;1
ROP-200;Ferrari;Rio;2014;139853;A;88699;1
OHB-630;Aston_Martin;C4_SpaceTourer;2010;119546;A;116735;1
KKR-333;Mazda;GS;2018;95073;B;104546;1
SID-525;Suzuki;MG3;2009;246350;C;50218;1
SYL-657;Infiniti;Tiguan;2009;178756;B;119870;0
OJO-646;Mazda;Rifter;2015;115029;C;43851;1
UZA-019;Lexus;Grandland_X;2008;231044;C;122654;1
EYA-818;Ferrari;fortwo;2009;256424;A;81003;0
XFL-883;Toyota;GS;2010;120284;B;134377;0
ZOS-717;Bentley;C-HR;2016;214288;C;78996;0
YKX-975;Toyota;Ibiza;2009;53005;A;99251;1
VYK-154;Subaru;Crossland_X;2014;18946;C;40534;1
JUS-953;BMW;Sandero;2014;98877;A;55570;0
EQH-427;Suzuki;Yaris;2017;257392;B;193489;1
FFV-727;Dodge;Yaris;2007;249449;C;198231;0
IRO-709;Lexus;Doblo;2007;6367;A;196215;0
UKF-438;Lexus;Kodiaq;2009;16019;B;117695;1
QZT-471;Tata_Motors;ix20;2012;29172;A;46808;0
OKQ-686;Lexus;3008_SUV;2019;228693;B;61960;1
NVE-125;Mazda;Qashqai;2010;204482;B;15980;1
JUJ-106;Ferrari;Mazda2;2011;221218;B;84313;1
QDL-534;Toyota;Sharan;2017;229662;A;114457;0
NFC-394;Aston_Martin;Arona;2006;78406;A;15919;0
ATZ-084;_General_Motors;2_Series;2007;178630;A;22075;1
URX-368;Toyota;Duster;2018;85998;C;103540;1
TEH-153;Bentley;C-HR;2008;255488;A;82007;1
VJG-708;Ferrari;Carens;2010;45004;B;163910;1
KVU-668;Tata_Motors;Venga;2010;55222;C;124752;1
BZF-995;Tata_Motors;Karoq;2005;291650;A;147593;1
RCL-015;BMW;Galaxy;2015;105462;C;147843;0
MUH-633;Aston_Martin;C-Class;2014;70188;B;56323;1
QGH-448;Subaru;Tiguan_Allspace;2007;179828;A;78420;0
ZDZ-253;BMW;Carens;2007;24985;C;164162;1
BVP-518;Lexus;C3_Aircross;2019;291113;A;147090;0
LWF-405;Mazda;Leon;2017;130864;B;133983;0
GCY-610;Tata_Motors;Astra;2018;198090;A;117741;1
QXG-228;Renault;Juke;2006;275867;C;107095;0
WOA-432;Koenigsegg;Viva;2015;199920;B;104239;0
XDU-633;Koenigsegg;Sportage;2015;39197;C;45048;1
PAU-965;Jeep;208;2012;96718;B;16155;0
RCV-003;Mazda;Transporter_Shuttle;2012;251724;B;123897;0
KXJ-163;Renault;5008_SUV;2015;134996;C;86962;0
CKP-988;Renault;Corsa;2010;46057;B;32487;0
WSM-953;Subaru;Ateca;2013;70294;A;174355;0
DSF-375;_Peugeot;Yaris;2011;192354;C;67547;0
GPG-602;_Peugeot;3008_SUV;2009;16461;A;193617;0
NKH-508;Suzuki;ASX;2007;9089;C;119616;0
GMB-214;Toyota;Stonic;2011;258657;B;21201;0
NDN-905;_Kia;Galaxy;2018;286714;C;90134;0
PSQ-261;Lexus;X1;2011;266772;A;26944;0
DYU-592;Ferrari;Karoq;2015;259675;A;146199;1
YKX-092;Suzuki;ADAM;2019;205604;B;109578;0
GXK-186;Lexus;Mazda2;2005;19980;C;190809;0
NPV-445;Jeep;SpaceTourer;2006;253235;A;151459;0
UHW-256;Suzuki;T-ROC;2013;139028;B;192624;1
ZMP-303;Renault;fortwo;2017;277673;C;44686;1
JFR-157;_General_Motors;Giulia;2016;189621;B;105544;0
UJL-715;BMW;C3;2017;108486;A;77024;1
ENN-444;Subaru;Giulietta;2015;24170;B;189638;0
JQW-010;Subaru;DS_3;2008;117735;A;107289;0
SAV-589;Renault;Ignis;2013;277219;B;186225;0
JZV-707;Lexus;Picanto;2019;108153;B;76132;1
PVZ-852;_General_Motors;Kadjar;2008;127553;B;101150;1
RLJ-379;Suzuki;C-Class;2013;252672;B;189383;0
AEQ-355;Toyota;500;2005;280310;B;31542;0
TUN-281;Infiniti;Mii;2019;142965;B;82358;1
FOF-832;Jeep;SpaceTourer;2019;100049;C;32604;0
WXW-067;Ferrari;3008_SUV;2017;138864;B;19826;0
WZJ-414;Koenigsegg;Captur;2006;287984;C;142217;1
XZL-013;Infiniti;SpaceTourer;2010;31569;B;17521;0
RTC-527;Subaru;XC40;2008;183588;C;172416;1
CWU-634;Volkswagen;Rifter;2016;257262;B;32398;1
ONC-499;Volkswagen;Auris;2011;38991;B;33020;1
SJK-085;Jeep;Mii;2015;226289;C;160027;1
PXJ-563;_Peugeot;1_Series;2017;182177;A;103969;1
LJL-431;Tata_Motors;Compass;2016;49270;B;193805;0
KYQ-405;Tata_Motors;C3;2007;104107;A;109135;1
OVE-118;BMW;Tiguan;2011;76072;A;166904;0
KRZ-484;Tata_Motors;Vito;2005;281054;B;170694;1
EYU-863;Koenigsegg;Transporter_Shuttle;2019;200711;B;29119;1
MGR-686;Aston_Martin;Niro;2019;66012;C;184310;1
CLL-395;_Peugeot;C4_Cactus;2011;64406;C;172035;1
WMK-596;_General_Motors;C1;2006;281223;A;176698;0
ROK-654;BMW;T-ROC;2007;169602;C;122177;1
KQN-349;Suzuki;i800;2010;114426;A;98349;1
ECF-411;Tata_Motors;500C;2012;111906;B;168076;0
BYA-346;Aston_Martin;Megane;2007;85129;B;140468;1
ROL-312;_Peugeot;Logan_MCV;2016;62018;C;188397;1
TDW-420;Suzuki;C4_SpaceTourer;2018;235757;B;121406;1
YSL-553;_Peugeot;C1;2008;62868;C;169566;0
BXU-083;Bentley;Kodiaq;2016;90216;A;49142;0
WML-584;_General_Motors;Vitara;2012;139763;C;102553;0
PIK-813;Mazda;208;2013;131504;C;127600;1
GGX-024;Aston_Martin;Koleos;2012;117016;C;139733;0
ZKZ-614;Koenigsegg;DS_3;2008;147118;A;185843;0
ZLL-076;Toyota;Caddy_Maxi;2011;198622;C;88989;1
HGI-331;Maserati;PROACE_Verso;2012;14676;C;35443;1
